gift_id,period_start,period_end,gift,recipient_first_name,recipient_last_name,recipient_title,value,department,lobbyist_id,lobbyist_firstname,lobbyist_lastname,created_date
1361,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,Mendoza,Kevin,none,0,MAYORS OFFICE,12801,Kevin,Mendoza,2013-04-22T00:00:00.000
1321,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,Pablo,Brezman,none,0,MAYORS OFFICE,11319,Pablo,Brezman,2013-04-19T00:00:00.000
1303,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,PARK DISTRICT,11275,Steven,Ginsberg,2013-04-16T00:00:00.000
1302,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,CHICAGO TRANSIT AUTHORITY (CTA),11275,Steven,Ginsberg,2013-04-16T00:00:00.000
1301,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-04-16T00:00:00.000
1266,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Lunch,Michael,Zalewski,Alderman,28.73,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2013-04-12T00:00:00.000
1265,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Joe,Moore,Alderman,25,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2013-04-12T00:00:00.000
1264,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Margaret,Laurino,Alderman,25,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2013-04-12T00:00:00.000
1263,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Harry,Osterman,Alderman,25,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-04-12T00:00:00.000
1262,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Mary,O'Connor,Alderman,25,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-04-12T00:00:00.000
1261,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Ira,SIlverstein,Alderman,25,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-04-12T00:00:00.000
1241,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,NONE,Morgan,Bassey,President/CEO,0,FINANCE,7901,Morgan,Bassey,2013-04-11T00:00:00.000
1221,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,Stephen,Halvorsen,Vice President,0,FINANCE,11762,Stephen,Halvorsen,2013-04-06T00:00:00.000
1201,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Courtney,Knight,MD,0,BOARD OF ETHICS,11373,Courtney,Knight,2013-04-02T00:00:00.000
1184,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,N/A,Charlotte,Knight-Marshall,Principal,0,FINANCE,11642,Charlotte,Knight-Marshall,2013-04-01T00:00:00.000
1183,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Matt,Stewart,Mr,0,TRANSPORTATION,10874,Gary,Engle,2013-04-01T00:00:00.000
2270,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,none,none,none,0,PARK DISTRICT,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2269,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,none,none,none,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2082,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,none,none,none,0,PARK DISTRICT,11275,Steven,Ginsberg,2014-01-11T00:00:00.000
2081,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,none,none,none,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2014-01-11T00:00:00.000
1168,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,N/A,N/A,N/A,0,AVIATION,5739,Steven,Cowell,2013-02-14T00:00:00.000
1167,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,book,Ed,Burke,Alderman,25,CITY COUNCIL / ALDERMEN,11828,William,Filan,2013-02-13T00:00:00.000
1166,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,275 AT&T pens,Michelle,City via Ald. Smith,alderman,481.25,CITY COUNCIL / ALDERMEN,5547,Sylvia,Aldrete,2013-02-13T00:00:00.000
1165,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Andrew,Mooney,Commissioner,45,HOUSING AND ECONOMIC DEVELOPMENT,11806,Stephen,Friedman,2013-02-11T00:00:00.000
1164,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookie,Edward,Wong,Dep. Corp Counsel,35,LAW DEPARTMENT,11806,Stephen,Friedman,2013-02-11T00:00:00.000
1163,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Jeremy,Fine,Asst Compt,35,FINANCE,11806,Stephen,Friedman,2013-02-11T00:00:00.000
1162,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Kathleen,Dickhut,Dep. Comm,35,HOUSING AND ECONOMIC DEVELOPMENT,11806,Stephen,Friedman,2013-02-11T00:00:00.000
1161,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Tracy,Sanchez,Asst. Treasurer,35,HOUSING AND ECONOMIC DEVELOPMENT,11806,Stephen,Friedman,2013-02-11T00:00:00.000
1141,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,--------,------------,---------,------------,0,FLEET & FACILITY MANAGEMENT,5877,Robert,Degnan,2013-01-31T00:00:00.000
1127,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookie,Edward,Wong,Dep. Corp Counsel,35,LAW DEPARTMENT,8124,Stephen,Friedman,2013-01-30T00:00:00.000
1126,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Tracy,Sanchez,Asst. Treasurer,35,HOUSING AND ECONOMIC DEVELOPMENT,8124,Stephen,Friedman,2013-01-30T00:00:00.000
1125,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Jeremy,Fine,Asst Compt,35,FINANCE,8124,Stephen,Friedman,2013-01-30T00:00:00.000
1124,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Kathleen,Dickhut,Dep. Comm,35,HOUSING AND ECONOMIC DEVELOPMENT,8124,Stephen,Friedman,2013-01-30T00:00:00.000
1123,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Andrew,Mooney,Commissioner,45,HOUSING AND ECONOMIC DEVELOPMENT,8124,Stephen,Friedman,2013-01-30T00:00:00.000
1122,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,meal,Tim,Cullerton,alderman,15,CITY COUNCIL / ALDERMEN,5757,Richard,Erickson,2013-01-30T00:00:00.000
1121,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,meal,Brendan,Reilly,Alderman,50,CITY COUNCIL / ALDERMEN,5757,Richard,Erickson,2013-01-30T00:00:00.000
1103,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,cookies,Gregory,steadman,legal counsel,15,BUSINESS AFFAIRS AND CONSUMER PROTECTION (BACP),6051,Constance,Zaio,2013-01-29T00:00:00.000
1102,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,candy,Edith,Stinson,Staff Asst,12,FINANCE,6051,Constance,Zaio,2013-01-29T00:00:00.000
1101,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,candy,Carl,Erickson,Adm. Asst,12,CITY COUNCIL / ALDERMEN,6051,Constance,Zaio,2013-01-29T00:00:00.000
1100,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,dinner,Stephanie,Neely,Treasurer,20,CITY TREASURER,8750,John,Dunn,2013-01-23T00:00:00.000
1097,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,N/A,N/A,N/A,0,BOARD OF ETHICS,9240,Charlotte,Knight-Marshall,2013-01-22T00:00:00.000
1096,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,None,None,None,0,AVIATION,6090,Stacey,Ferris Kodak,2013-01-22T00:00:00.000
1095,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,None,Gifts,No,Given,0,BOARD OF EDUCATION,5761,Steven,Ginsberg,2013-01-21T00:00:00.000
1094,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Sandra,Widerborg,Director Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9345,Sandra,Widerborg,2013-01-21T00:00:00.000
1093,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Sandra,Widerborg,Director Corporate Real Estate,0,LAW DEPARTMENT,9345,Sandra,Widerborg,2013-01-21T00:00:00.000
1092,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Sandra,Widerborg,Director Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9345,Sandra,Widerborg,2013-01-21T00:00:00.000
1091,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1090,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,LAW DEPARTMENT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1089,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1088,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1087,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,LAW DEPARTMENT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1086,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Nathan,Lopp,MD Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9344,Nathan,Lopp,2013-01-21T00:00:00.000
1085,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Kate,Gebo,VP Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9347,Kate,Gebo,2013-01-21T00:00:00.000
1084,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Kate,Gebo,VP Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9347,Kate,Gebo,2013-01-21T00:00:00.000
1083,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Kate,Gebo,VP Corporate Real Estate,0,LAW DEPARTMENT,9347,Kate,Gebo,2013-01-21T00:00:00.000
1082,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,Lars,Skugstad,none,0,MAYORS OFFICE,9914,Lars,Skugstad,2013-01-19T00:00:00.000
1081,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,Morgan,Bassey,President/CEO,0,FINANCE,7901,Morgan,Bassey,2013-01-19T00:00:00.000
1063,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Ariel,Reboyras,Alderman,29.42,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2013-01-18T00:00:00.000
1061,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift,Walter,Burnett,Alderman,30,CITY COUNCIL / ALDERMEN,8482,Daniel,Shomon,2013-01-18T00:00:00.000
1052,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,Pablo,Brezman,none,0,TRANSPORTATION,9187,Pablo,Brezman,2013-01-17T00:00:00.000
1050,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Bank of America Marathon Baseball Cap,Rahm,Emanuel,Mayor,12.95,MAYORS OFFICE,5929,Patricia,Holden,2013-01-17T00:00:00.000
1049,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Bank of America Marathon Baseball Cap,James,Balcer,Alderman,12.95,CITY COUNCIL / ALDERMEN,5929,Patricia,Holden,2013-01-17T00:00:00.000
1048,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Mary,O'Connor,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00.000
1047,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Michael,Zalewski,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00.000
1046,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Regner,Suarez,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00.000
1045,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Roberto,Maldonado,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00.000
1044,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Timothy,Cullerton,Alderman,17.79,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2013-01-17T00:00:00.000
1041,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,Bernard,Parisot,none,0,CITY COUNCIL / ALDERMEN,9266,Bernard,Parisot,2013-01-17T00:00:00.000
1030,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,lunch,Roderick,Sawyer,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00.000
1029,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,lunch,Scott,Waguespack,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00.000
1028,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,lunch,Robert,Fioretti,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00.000
1027,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,lunch,Nicholas,Sposato,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00.000
1026,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,lunch,John,Arena,Alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00.000
981,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,0,Thomas,Coffey,CEO,0,CITY COUNCIL / ALDERMEN,9955,Thomas,Coffey,2013-01-15T00:00:00.000
964,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,none,none,none,0,MAYORS OFFICE,9209,Jean-Francois,Decaux,2013-01-15T00:00:00.000
963,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Brownies,George,Cronvich,Mr.,30.5,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-15T00:00:00.000
962,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Brownies,Don,Oshita,Mr.,30.5,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-15T00:00:00.000
961,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Brownies,John,Gerut,Mr.,30.5,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-15T00:00:00.000
943,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Traci,Sanchez,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,5872,Lawrence,Pusateri,2013-01-14T00:00:00.000
942,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Kari,Saba,Ms.,46.45,CHICAGO HOUSING AUTHORITY,5872,Lawrence,Pusateri,2013-01-14T00:00:00.000
941,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Claire,Leary,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,5872,Lawrence,Pusateri,2013-01-14T00:00:00.000
940,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Chip,Hastings,Mr,46.45,HOUSING AND ECONOMIC DEVELOPMENT,5872,Lawrence,Pusateri,2013-01-14T00:00:00.000
939,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Lawrence,Grisham,Mr,46.45,HOUSING AND ECONOMIC DEVELOPMENT,5872,Lawrence,Pusateri,2013-01-14T00:00:00.000
936,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Walter,Burnett,Alderman,46.45,CITY COUNCIL / ALDERMEN,6982,Virginia,Pace,2013-01-14T00:00:00.000
935,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Susan,Leske,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6982,Virginia,Pace,2013-01-14T00:00:00.000
934,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Ed,Ellis,Mr.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6982,Virginia,Pace,2013-01-14T00:00:00.000
933,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Tamra,Collins,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6982,Virginia,Pace,2013-01-14T00:00:00.000
932,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Anna,Booth,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6982,Virginia,Pace,2013-01-14T00:00:00.000
931,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Lona,Lane,Alderman,46.45,CITY COUNCIL / ALDERMEN,6982,Virginia,Pace,2013-01-14T00:00:00.000
930,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Jessica,Duarte,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00.000
929,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Barbara,Taylor,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00.000
928,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Bill,Povala,Mr.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00.000
927,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Gift Basket,Michelle,Nolan,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00.000
905,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Lunch,Will,Burns,Alderman,17.67,CITY COUNCIL / ALDERMEN,10282,COURTNEY,NOTTAGE,2013-01-14T00:00:00.000
904,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,none,Gabrielle,Brussel,none,0,MAYORS OFFICE,9765,Gabrielle,Brussel,2013-01-14T00:00:00.000
903,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Frango Chocolates,Michelle,Boone,Commissioner,21,CULTURAL AFFAIRS & SPECIAL EVENTS,6120,Ralph,Hughes,2013-01-14T00:00:00.000
902,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,Frango Chocolates,Andrew,Mooney,Commissioner,21,HOUSING AND ECONOMIC DEVELOPMENT,6120,Ralph,Hughes,2013-01-14T00:00:00.000
861,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,holiday plant,Treasurer,Office,none,116.03,CITY TREASURER,9948,Graham,Grady,2013-01-10T00:00:00.000
841,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,N/A,Lois,Scott,CFO,0,FINANCE,9183,Euriah,Bennett,2013-01-09T00:00:00.000
822,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,wrist watch,Ray,Suarez,Alderman,10,CITY COUNCIL / ALDERMEN,9948,Graham,Grady,2013-01-07T00:00:00.000
801,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,na,na,na,na,0,311 CITY SERVICES,9182,John,Becker,2013-01-04T00:00:00.000
781,2012-10-01T00:00:00.000,2012-12-31T00:00:00.000,None,None,None,None,0,LAW DEPARTMENT,9195,Thomas,Chapman,2013-01-02T00:00:00.000
621,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,NONE,Amy,Malick,Deputy Commissioner,0,AVIATION,7024,Michael,Romanco,2012-11-04T00:00:00.000
601,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,None,None,None,None,0,WORLD BUSINESS CHICAGO,5703,Michael,Laube,2012-10-31T00:00:00.000
583,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,meal / snack,Deborah,Graham,alderman,13,CITY COUNCIL / ALDERMEN,6123,Amy,Brennan,2012-10-30T00:00:00.000
582,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,meal/snack,Anthony,Beale,alderman,13,CITY COUNCIL / ALDERMEN,6123,Amy,Brennan,2012-10-30T00:00:00.000
581,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Candy,Edgar,Ignacio,Chief of Medical,10,FIRE DEPARTMENT,9219,Amy,Garman,2012-10-30T00:00:00.000
541,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,None,None,None,None,0,MAYORS OFFICE,5997,Pat,Doerr,2012-10-20T00:00:00.000
502,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,xxx,xxx,xx,x,0,ADMINISTRATIVE HEARINGS,9584,Adrienne,Jones,2012-10-18T00:00:00.000
501,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,xxx,xxx,xx,x,0,ADMINISTRATIVE HEARINGS,9584,Adrienne,Jones,2012-10-18T00:00:00.000
461,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,none,David,Wiegers,District Manager,0,WATER MANAGEMENT,6881,David,Wiegers,2012-10-14T00:00:00.000
450,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Danielle,Mostert,Ms.,40,CITY TREASURER,9562,James,Reynolds,2012-10-12T00:00:00.000
449,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Rahm,Emanuel,Mayor,40,MAYORS OFFICE,9562,James,Reynolds,2012-10-12T00:00:00.000
448,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Melanie,Shaker,Ms.,40,CHICAGO PUBLIC SCHOOLS,9562,James,Reynolds,2012-10-12T00:00:00.000
447,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Mark,Myslinski,Mr.,40,CITY TREASURER,9562,James,Reynolds,2012-10-12T00:00:00.000
446,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Pamela,Jergensen,Ms.,40,CHICAGO PUBLIC SCHOOLS,9562,James,Reynolds,2012-10-12T00:00:00.000
445,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Felicia,Davis,Ms.,40,MAYORS OFFICE,9562,James,Reynolds,2012-10-12T00:00:00.000
443,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Lois,Scott,Ms.,40,MAYORS OFFICE,9561,Peter,Bynoe,2012-10-12T00:00:00.000
442,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Mike,Fehlman,Mr.,40,CITY TREASURER,5613,Albert,Grace,2012-10-12T00:00:00.000
441,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Attendee at Loop Capital Markets 15th Anniversary Open House,Jason,Ervin,Ald.,40,CITY COUNCIL / ALDERMEN,5613,Albert,Grace,2012-10-12T00:00:00.000
386,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Flowers,Rachelle,Hendele,Program Manager,50,INNOVATION & TECHNOLOGY,9341,Joseph,Kyle,2012-10-10T00:00:00.000
385,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,0,Steven,Ginsberg,Member,0,PARK DISTRICT,5761,Steven,Ginsberg,2012-10-10T00:00:00.000
384,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,0,Steven,Ginsberg,Member,0,CHICAGO TRANSIT AUTHORITY (CTA),5761,Steven,Ginsberg,2012-10-10T00:00:00.000
383,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,0,Steven,Ginsberg,Member,0,CHICAGO PUBLIC SCHOOLS,5761,Steven,Ginsberg,2012-10-10T00:00:00.000
382,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,0,Steven,Ginsberg,Member,0,AVIATION,5761,Steven,Ginsberg,2012-10-10T00:00:00.000
381,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,None,None,None,None,0,311 CITY SERVICES,6013,Audrey,Selin,2012-10-10T00:00:00.000
362,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,0,Matthew,Stewart,Supervisor,0,FLEET & FACILITY MANAGEMENT,7733,Gary,Engle,2012-10-03T00:00:00.000
361,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,Lunch,Timothy,Cullerton,Alderman,33.78,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-10-03T00:00:00.000
342,2012-07-01T00:00:00.000,2012-09-30T00:00:00.000,n/a,n/a,None,n/a,0,AVIATION,5739,Steven,Cowell,2012-10-01T00:00:00.000
722,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,0,0,0,0,0,O'HARE MODERNIZATION PROJECT,9959,Helen,Shiller,2012-11-09T00:00:00.000
721,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,0,0,0,0,0,O'HARE MODERNIZATION PROJECT,9958,Helen,Shiller,2012-11-09T00:00:00.000
484,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Amer,Ahmad,Comptroller,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00.000
483,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Lois,Scott,CFO,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00.000
482,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jacob,Stern,Exec. Asst,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00.000
481,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00.000
338,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Howard,Brookins,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00.000
337,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Brendan,Reilly,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00.000
336,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Breakfast,Mary,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00.000
335,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Timothy,Cullerton,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00.000
334,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Breakfast,Patrick,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00.000
